Blauw Textielhandel J J;Abel Tasmanstraat;7;POLYGON((263024.207101253 470838.406022174,263023.52698625 470830.45002494,263015.487112493 470831.13707656,263016.166988577 470839.093073794,263024.207101253 470838.406022174));POLYGON((263014.499553801 470831.179982527,263014.930255329 470839.593836085,263022.867320586 470839.191052105,263022.4673239 470830.777865907,263014.499553801 470831.179982527));POINT(263019.75 470834.94)
Xspan-Factory;Hyacintstraat;30;POLYGON((259042.046044935 472348.455738127,259057.18389 472351.1351,259057.183893398 472351.13510083,259057.627103853 472348.466846784,259054.220109879 472347.902973875,259054.660103248 472345.25195171,259050.596002178 472344.576925684,259042.750927107 472343.275947609,259042.583946566 472344.282147329,259041.842891271 472344.790121138,259041.528019822 472346.691048903,259042.221012563 472347.399874014,259042.046044935 472348.455738127));POLYGON((259042.448928964 472348.790081222,259054.634341679 472350.451728411,259054.887757403 472348.888187577,259050.244134449 472348.129282896,259050.934997337 472343.881766525,259043.433906709 472342.670927457,259042.448928964 472348.790081222));POINT(259045.14 472346.58)
Tradeur VOF;Lonnekerbrugstraat;106/6;POLYGON((254855.961933641 472294.10323637,254874.81398 472313.2609,254897.434961167 472336.455767431,254898.317913764 472335.581901248,254897.83697763 472335.075878612,254902.396963204 472330.598025452,254905.257931524 472327.789053887,254909.644947651 472323.479877594,254910.31103014 472324.15815292,254915.377006495 472319.183053418,254914.71093197 472318.50509665,254883.669896771 472286.895927819,254878.861976909 472291.627927163,254856.894912972 472269.259152657,254844.83509039 472281.102148214,254856.793937807 472293.279901251,254855.961933641 472294.10323637));POLYGON((254875.128110978 472315.038997742,254880.935803894 472320.915098579,254882.064923788 472321.333108939,254894.597435712 472305.838047659,254890.239621211 472300.867473413,254875.128110978 472315.038997742));POINT(254884.55 472311.944)
Polleke Kinderwinkel;Beckumerstraat;66;POLYGON((251275.215998316 469378.672099056,251274.925966487 469372.642052378,251274.865018231 469372.644975154,251270.222932099 469372.848096188,251266.995111503 469372.990125614,251266.496009556 469373.011899106,251266.68599004 469377.012001719,251266.976021869 469384.017053251,251269.972919215 469383.879897774,251270.133918815 469387.462051285,251272.594920675 469387.359021416,251272.433921075 469383.76712797,251275.431049375 469383.63907531,251275.215998316 469378.672099056));POLYGON((251265.612274029 469371.909670817,251266.033353519 469383.436245088,251273.224757103 469383.183803611,251272.785869034 469371.626247438,251265.612274029 469371.909670817));POINT(251270.54 469380.23)
Heaven's Dakdekkersbedrijf;Jachthondenstraat;8;POLYGON((255347.947900022 472171.808872198,255341.386919411 472165.428148065,255337.573062181 472169.348953438,255335.946963028 472171.022047972,255310.513103673 472197.176097023,255308.628940064 472199.113101568,255287.528969198 472220.810099347,255285.576960535 472222.817951361,255281.534019731 472226.975023807,255288.095916199 472233.357046066,255347.947900022 472171.808872198));POLYGON((255284.043010086 472224.490436036,255290.741247859 472230.829198244,255347.665268709 472170.679119789,255340.967142388 472164.334083232,255284.043010086 472224.490436036));POINT(255314.58 472199.03)
AALBERSBERG Financieel Advies-/Boekhoudbureau;Kotkampweg;142;POLYGON((259285.044893331 472758.675997989,259285.477981938 472750.240952082,259280.291016964 472749.975098864,259280.104030932 472753.618025424,259274.880957321 472753.349902474,259274.311939688 472764.432076164,259281.102003872 472764.780149401,259281.42491893 472758.490103021,259285.044893331 472758.675997989));POLYGON((259273.687256269 472763.105743527,259281.359823456 472763.72040852,259281.734786298 472759.031878825,259284.094003521 472759.228512178,259285.01635084 472747.78545441,259281.449518679 472747.508283512,259281.043439317 472752.508448055,259274.578463217 472751.974317428,259273.687256269 472763.105743527));POINT(259278.68 472762.01)
Bijvank Goudsmid John;Voortsweg;235;POLYGON((258384.648017864 473353.806900733,258372.75794 473357.887925,258372.757939322 473357.887925241,258373.913000123 473361.251997215,258376.690020243 473360.29910034,258378.561067195 473365.748048044,258388.848046529 473362.215948079,258387.304063862 473357.71989725,258386.129911996 473358.122897982,258384.648017864 473353.806900733));POLYGON((258378.406554867 473357.451161951,258380.37291654 473364.692063592,258387.057877518 473362.884742632,258385.07951005 473355.631339953,258378.406554867 473357.451161951));POINT(258382.409 473360.356)
Oost-Nederland;Van Heutzplein;24;POLYGON((259285.498980954 470329.66795416,259280.142307375 470343.649226254,259282.277987451 470344.493126012,259284.618008656 470338.565121671,259286.96792111 470339.493003718,259288.559058438 470335.356072151,259290.048081753 470331.462901751,259289.310928803 470331.172025741,259289.533107615 470330.611075609,259287.384906571 470329.763151812,259287.162958715 470330.325073549,259285.498980954 470329.66795416));POLYGON((259287.732802853 470338.614943427,259290.542121299 470330.539786218,259285.842792749 470328.613406224,259282.526623145 470336.47919876,259287.732802853 470338.614943427));POINT(259285.93 470333.84)
RBB Werving en Selectie;Bourdonstraat;22;POLYGON((260083.327048844 471008.071949858,260076.911900225 471007.286005287,260076.911888441 471007.286097768,260069.70001263 471006.403076759,260068.92102159 471012.490813256,260082.53999 471014.245975,260083.146167358 471009.490868451,260083.327048776 471008.071950389,260083.327048844 471008.071949858));POLYGON((260073.648395102 471014.071774454,260080.584365746 471014.082445178,260081.41376312 471008.3277228,260074.731918605 471006.563351591,260073.648395102 471014.071774454));POINT(260079 471010.83)
Trip C B;Margaretha Roosenboomln;7;POLYGON((255170.317978747 470151.461971468,255176.263018019 470151.117147531,255182.191962108 470150.433998256,255188.09191735 470149.459001367,255194.32193133 470148.06702698,255191.891980986 470139.215975179,255186.210063292 470140.467871312,255180.788041768 470141.365848656,255175.334968728 470141.997972781,255169.858903708 470142.313871582,255164.364887903 470142.373027944,255158.829937296 470142.118873796,255158.480111986 470151.267953251,255164.343042735 470151.533153425,255170.317978747 470151.461971468));POLYGON((255182.330342491 470150.72777922,255180.799100258 470141.19677789,255178.648543241 470141.612706553,255175.203531716 470141.938054536,255176.458024888 470151.630610451,255177.065108553 470151.584589729,255182.330342491 470150.72777922));POINT(255178.594 470146.071)
Atilla Kapsalon;Haaksbergerstraat;362;POLYGON((256982.886429063 470316.391892071,256978.790042603 470318.440148698,256981.446997421 470323.741873464,256985.221066661 470327.53397313,256986.020091688 470326.765028015,256986.502334987 470327.229226704,256986.02009 470326.765025,256987.67195 470324.987925,256990.42206 470322.33495,256988.65589 470320.560125,256995.07404 470317.33385,256995.81096 470316.612025,256992.186360024 470312.945661935,256991.38990143 470312.140026893,256982.886429063 470316.391892071));POLYGON((256978.418129157 470320.476809634,256980.798898439 470325.653240127,256984.489526792 470329.551793839,256985.348067861 470328.717954036,256989.624592997 470324.73832694,256987.999648912 470322.824211523,256993.582066245 470320.445834664,256994.97174121 470319.169604492,256990.703374921 470314.695554049,256978.418129157 470320.476809634));POINT(256988.43 470316.763)
Zündapp Parts Twente;Goormaatweg;4;POLYGON((256747.681901216 470738.30115085,256749.47406 470739.55305,256752.59194 470741.73315,256752.591942744 470741.733152129,256753.318049388 470740.698999276,256759.023889888 470744.681875156,256759.02389 470744.681875,256761.201620708 470741.580872392,256761.971108951 470740.485150776,256755.118033844 470735.701146714,256753.939047848 470737.38010273,256753.304940695 470738.281974454,256749.319961659 470735.968951105,256747.681901216 470738.30115085));POLYGON((256763.562650989 470742.886195483,256756.421626201 470732.314809255,256753.418812166 470729.925236674,256748.785782816 470735.741158306,256761.305276277 470745.700961324,256761.821698378 470745.074521745,256763.562650989 470742.886195483));POINT(256755.13 470738.94)
Breukers Installaties;Van Mislostraat;36;POLYGON((256253.903371934 472136.83972059,256256.480018406 472144.981126779,256256.480098847 472144.981103211,256260.839057911 472158.588850624,256261.981927307 472158.244026687,256270.746076276 472155.510123496,256268.363973458 472147.876850184,256267.109090836 472144.286899947,256263.826987827 472133.836850381,256253.903371934 472136.83972059));POLYGON((256270.50282268 472151.154464802,256262.31329516 472134.272957237,256256.308187077 472136.207714971,256262.024534732 472153.887317794,256270.50282268 472151.154464802));POINT(256259.726 472138.522)
Leeringo II BV;Deurningerstraat;413;POLYGON((257267.351901051 473115.645105859,257259.73389 473113.097925,257254.212717542 473111.262804156,257252.444040307 473116.813971212,257257.897113347 473118.619028716,257262.438001323 473120.129952946,257260.534979035 473125.848974773,257259.500074815 473125.503882302,257270.956980841 473129.337818343,257273.796086725 473120.8030278,257266.675979731 473118.435076956,257266.449890611 473118.35902105,257267.351901051 473115.645105859));POLYGON((257250.996735977 473118.514054284,257263.309629443 473122.674504922,257261.564050011 473127.842618162,257271.425524916 473131.223876718,257273.746294185 473124.359459967,257264.682225876 473121.300787949,257265.9176512 473117.652771475,257252.925472546 473112.798679892,257250.996735977 473118.514054284));POINT(257268.162 473123.354)
Marco Cafetaria;Lipperkerkstraat;5;POLYGON((258615.369990815 471330.688071842,258617.224219587 471323.503256137,258617.776019348 471321.365124757,258617.775601635 471321.364969439,258614.064053379 471319.993951328,258613.791956408 471321.046947331,258612.955842739 471320.831206962,258608.223212779 471339.185853949,258610.895110408 471339.881997222,258613.452938205 471329.975026642,258615.369990815 471330.688071842));POLYGON((258601.94169439 471320.095468276,258598.118064734 471332.746220107,258596.448898494 471339.171404853,258604.901505103 471341.350978098,258607.758994898 471330.379933753,258610.947220124 471331.193839433,258609.618793089 471336.286409918,258613.2273095 471337.262226571,258614.650245697 471331.761271139,258617.196322366 471332.451503656,258619.227215721 471324.599073426,258616.711055197 471323.946213669,258601.94169439 471320.095468276));POINT(258612.184 471323.84)
Hek Auto Airconditioning;Het Lentfert;80;POLYGON((254353.848388844 471529.261116218,254354.064212406 471539.240622249,254354.239107747 471547.317152744,254371.99304086 471546.838096107,254371.604112461 471528.954971487,254368.919092113 471528.971871029,254368.614111913 471512.885027618,254354.636087718 471513.149901269,254354.939921106 471529.237071202,254353.848388844 471529.261116218));POLYGON((254399.83188768 471538.861993547,254400.543524043 471503.422502657,254371.989075645 471503.588250728,254372.83408194 471530.025658026,254366.588341137 471529.796261528,254365.663793122 471515.587609482,254359.634559194 471515.583041363,254353.476684633 471515.869869546,254354.931436489 471548.339636268,254390.929364902 471547.714393306,254390.928990078 471538.55240115,254399.83188768 471538.861993547));POINT(254361.58 471521)
Stema Administraties;Bernard ter Haarstraat;12;POLYGON((258299.032035963 472319.592852066,258296.992030968 472311.461053858,258292.150066489 472312.649898915,258291.757920647 472312.822151604,258291.458921389 472313.087996859,258291.253992534 472313.430877588,258291.161068942 472313.818921985,258291.187979194 472314.218028336,258292.300028028 472318.758924276,258293.585962166 472318.443997079,258294.533101091 472322.242921867,258299.585968752 472321.800921578,258299.032035963 472319.592852066));POLYGON((258288.862933945 472313.223405025,258290.149480556 472318.189052758,258299.199336497 472315.914501224,258297.984715723 472310.916769174,258288.862933945 472313.223405025));POINT(258294.399 472316.182)
Fremisa Sport BV;Brinkstraat;332;POLYGON((258998.621060799 470048.796103529,259001.358977831 470018.99814835,258984.85003609 470017.481052043,258982.118099999 470047.21204617,258976.03506107 470113.408048192,258983.800090287 470114.121102172,258983.610109802 470116.190053758,258992.414046761 470117.018147271,258992.54400281 470114.925152463,258998.621060799 470048.796103529));POLYGON((258981.54130955 470051.560096761,258997.811918637 470053.291012621,259000.215989349 470022.305034563,258983.90470478 470021.04992532,258981.54130955 470051.560096761));POINT(258991.607 470031.907)
Snackria Anne-t;Faberstraat;41;POLYGON((259144.330997284 472102.9048887,259154.732342494 472104.50805333,259155.147100898 472101.794123068,259155.726009781 472098.002023402,259151.637992912 472094.839125083,259150.389091231 472094.64607847,259145.323106912 472096.417974006,259144.746961527 472100.187002054,259144.330997284 472102.9048887));POLYGON((259145.978579218 472101.49396948,259155.548738098 472103.038758906,259156.1644463 472095.472288921,259146.529664442 472094.694049539,259145.978579218 472101.49396948));POINT(259150.47 472098.44)
